canonical_smiles,molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,is_inhibitor,data_source,compound_name,activity_type
COc1cc2ncc(N[C@@H]3CC4CCC3C4)nc2cc1OC,CHEMBL104011,7.82,IC50,nM,15.0,IC50,uM,0.015,1,chembl_active,,
COc1cc2ncc(OC3CCCC3)nc2cc1OC,CHEMBL319435,6.80,IC50,nM,159.0,IC50,uM,0.159,1,chembl_active,,
COc1cc2ncc(N[C@H]3CC4CCC3C4)nc2cc1OC,CHEMBL104202,6.13,IC50,nM,742.0,IC50,uM,0.742,1,chembl_active,,
OCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,CHEMBL177688,6.44,IC50,nM,360.0,IC50,uM,0.36,1,chembl_active,,
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,CHEMBL196363,7.32,IC50,nM,48.0,IC50,nM,48.0,1,chembl_active,,
Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,CHEMBL381207,7.22,IC50,nM,60.0,IC50,nM,60.0,1,chembl_active,,
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,7.30,IC50,nM,50.0,IC50,uM,0.05,1,chembl_active,,
Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,CHEMBL20867,8.00,IC50,nM,10.0,IC50,uM,0.01,1,chembl_active,,
COc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,CHEMBL606964,7.08,IC50,nM,83.0,IC50,nM,83.0,1,chembl_active,,
CN1CCN(c2ccc(Nc3ncc4ccn(C5CCCCC5)c4n3)cc2)CC1,CHEMBL214329,6.54,IC50,nM,290.0,IC50,uM,0.29,1,chembl_active,,
CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,CHEMBL390156,7.24,IC50,nM,58.0,IC50,nM,58.0,1,chembl_active,,
COCCOCC#Cc1cc(-c2n[nH]c3c2Cc2ccc(Cn4cncn4)cc2-3)cs1,CHEMBL223971,7.08,IC50,nM,84.0,IC50,nM,84.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,CHEMBL327127,6.86,IC50,nM,139.0,IC50,M,1.39E-7,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(N4CCOCC4)cc3)nc21,CHEMBL106772,6.20,IC50,nM,636.0,IC50,M,6.36E-7,1,chembl_active,,
CCN(CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1)C(C)=O,CHEMBL573820,6.33,IC50,nM,463.0,IC50,M,4.63E-7,1,chembl_active,,
CN1CCN(C(=O)c2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,CHEMBL565366,7.85,IC50,nM,14.0,IC50,nM,14.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(NC(=O)CCNC(=O)OC(C)(C)C)cc3)nc21,CHEMBL565609,6.51,IC50,nM,311.0,IC50,nM,311.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(NCC(O)CO)cc3)nc21,CHEMBL567068,7.38,IC50,nM,42.0,IC50,nM,42.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(NC(=O)CCN)cc3)nc21,CHEMBL566635,7.58,IC50,nM,26.0,IC50,nM,26.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,CHEMBL321193,7.12,IC50,nM,76.0,IC50,nM,76.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,CHEMBL327127,7.35,IC50,nM,45.0,IC50,nM,45.0,1,chembl_active,,
CCc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,CHEMBL565372,6.61,IC50,nM,244.0,IC50,nM,244.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(COCC(O)CO)c3)nc21,CHEMBL566834,7.06,IC50,nM,87.0,IC50,nM,87.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(N)c3)nc21,CHEMBL577269,7.62,IC50,nM,24.0,IC50,nM,24.0,1,chembl_active,,
CC(=O)Nc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,CHEMBL565801,7.01,IC50,nM,98.0,IC50,nM,98.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21,CHEMBL323405,7.09,IC50,nM,82.0,IC50,nM,82.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)nc21,CHEMBL585666,7.82,IC50,nM,15.0,IC50,nM,15.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(I)cc3)nc21,CHEMBL570175,6.69,IC50,nM,203.0,IC50,nM,203.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21,CHEMBL574059,7.33,IC50,nM,47.0,IC50,nM,47.0,1,chembl_active,,
Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL111339,6.30,IC50,nM,500.0,IC50,nM,500.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(CCO)cc3)nc21,CHEMBL576218,7.08,IC50,nM,83.0,IC50,nM,83.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(N)cc3)nc21,CHEMBL566636,7.52,IC50,nM,30.0,IC50,nM,30.0,1,chembl_active,,
CC(=O)Nc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,CHEMBL566850,6.80,IC50,nM,158.0,IC50,nM,158.0,1,chembl_active,,
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(NC(=O)CCl)cc3)nc21,CHEMBL565587,6.96,IC50,nM,111.0,IC50,nM,111.0,1,chembl_active,,
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,CHEMBL1952210,7.48,IC50,nM,33.0,IC50,nM,33.0,1,chembl_active,,
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1,CHEMBL1952210,7.55,IC50,nM,28.0,IC50,nM,28.0,1,chembl_active,,
COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@H]3CC[C@H](O)C3)C2=O)cc1,CHEMBL1952211,7.48,IC50,nM,33.0,IC50,nM,33.0,1,chembl_active,,
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,7.10,IC50,nM,80.0,IC50,umol,0.08,1,chembl_active,,
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL941,6.40,IC50,nM,400.0,IC50,uM,0.4,1,chembl_active,,
CC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C(=O)C3=CC=C(C=C3)F)NC4=NC=C(C=N4)C5=CN=CC=C5,KNOWN_MILADEMETAN,7.0,IC50,nM,100.0,,,,1,literature,milademetan,
CC1=C(C(=NO1)C2=CC=C(C=C2)C(F)(F)F)C(=O)N3CCC(CC3)C4=NC=CN4,KNOWN_NAVTEMADLIN,7.0,IC50,nM,100.0,,,,1,literature,navtemadlin,
CC(C)NC1=NC2=C(C=CC=C2C=C1)C3=C(C=CC(=C3)Cl)C(=O)NC4CC4,KNOWN_IDASANUTLIN,7.0,IC50,nM,100.0,,,,1,literature,idasanutlin,
CC(C)C1=CC(=C(C(=C1)C(C)C)C2=C(C(=CC=C2)Cl)C(=O)NC3CC3)O,KNOWN_NUTLIN-3,7.0,IC50,nM,100.0,,,,1,literature,nutlin-3,
CC1=CC2=C(C=C1C)N=C(N2)C3=C(C(=CC(=C3)Cl)C(=O)NC4CC4)C5=CC=CC=C5,KNOWN_RG7112,7.0,IC50,nM,100.0,,,,1,literature,RG7112,
COc1cc2cc(O)cnc2cc1OC,CHEMBL308879,,IC50,nM,20000.0,IC50,uM,20.0,0,experimental_inactive,,confirmed_inactive
COc1cc2cc(-c3ccc4ccccc4c3)cnc2cc1OC,CHEMBL417740,,IC50,nM,20000.0,IC50,uM,20.0,0,experimental_inactive,,confirmed_inactive
COc1cc2cc(-c3cc(OC)c(OC)c(OC)c3)cnc2cc1OC,CHEMBL66107,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1cc2cc(-c3ccc(OCc4ccccc4)cc3)cnc2cc1OC,CHEMBL308210,,IC50,nM,30000.0,IC50,uM,30.0,0,experimental_inactive,,confirmed_inactive
COc1ccc2cc(-c3c[nH]c4ccccc34)cnc2c1OC,CHEMBL430605,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1cc2cc(N)cnc2cc1OC,CHEMBL303037,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)c(OC)c1,CHEMBL67991,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1ccc2cc(-c3cccnc3)cnc2c1OC,CHEMBL303391,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
Cc1ccc(C)c2ncc(-c3ccsc3)cc12,CHEMBL303872,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1cc2cc(-c3ccc(-c4ccccc4)cc3)cnc2cc1OC,CHEMBL66329,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1cc2cc([N+](=O)[O-])cnc2cc1OC,CHEMBL66008,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,CHEMBL7917,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,CHEMBL7827,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,CHEMBL440453,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(CCc3ccccc3)c2c1,CHEMBL7810,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1cc(OC)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,CHEMBL7981,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21,CHEMBL7866,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1,CHEMBL7819,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,CHEMBL7339,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
Oc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1,CHEMBL266995,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1ccc2ncc(-c3ccncc3)c(C)c2c1,CHEMBL313235,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1ccc2c(C)c(-c3ccncc3)cnc2c1,CHEMBL89115,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,CHEMBL115220,,IC50,nM,10000.0,IC50,nM,10000.0,0,experimental_inactive,,confirmed_inactive
CN(C)c1cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)cc(N(C)C)c1,CHEMBL50371,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
CCOc1cc(OCC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,CHEMBL48809,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1ccc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)cc1OC,CHEMBL78802,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,CHEMBL56236,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL49658,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
Cc1c(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c(C)c1C,CHEMBL78555,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,CHEMBL299763,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
CCc1cc(CC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,CHEMBL445893,,IC50,nM,50000.0,IC50,uM,50.0,0,experimental_inactive,,confirmed_inactive
Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,CHEMBL20426,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccc[n+]([O-])c2)n1,CHEMBL21079,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
COc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL21086,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL278103,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL278287,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL21215,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1,CHEMBL21078,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
O=[N+]([O-])c1cccc(Nc2nccc(-c3ccccn3)n2)c1,CHEMBL60816,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccc(Cl)cc3)n2)c1,CHEMBL57581,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL300817,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
O=C(O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL57556,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
O=[N+]([O-])c1cccc(Nc2nccc(-c3ccncc3)n2)c1,CHEMBL55683,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL59099,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,CHEMBL57443,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,CHEMBL58436,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccn1,CHEMBL292866,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
COC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL56671,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,CHEMBL55379,,IC50,nM,10000.0,IC50,uM,10.0,0,experimental_inactive,,confirmed_inactive
O=C(O)c1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL55742,,IC50,nM,100000.0,IC50,uM,100.0,0,experimental_inactive,,confirmed_inactive
CC(=O)NC1=CC=C(C=C1)O,NEG_ACETAMINOPHEN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,acetaminophen,
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,NEG_IBUPROFEN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,ibuprofen,
CC(=O)OC1=CC=CC=C1C(=O)O,NEG_ASPIRIN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,aspirin,
CN(C)C(=N)N=C(N)N,NEG_METFORMIN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,metformin,
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12,NEG_SIMVASTATIN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,simvastatin,
CC(C)C1=C(C(=CC=C1)F)NC(=O)[C@H](C[C@@H]2CCNC2=O)NC(=O)C3=CC=CC=N3,NEG_ATORVASTATIN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,atorvastatin,
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,NEG_WARFARIN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,warfarin,
CC1O[C@H]2C[C@H]3[C@@H]4CC[C@H]([C@@H](C4)O)C5=CC(=O)OC5[C@H]3C[C@H]2O[C@@H]1C6=CC(=C(C=C6)O)O,NEG_DIGOXIN,4.3,IC50,nM,50000.0,,,,0,confirmed_negative,digoxin,
CCc1ccc(C(=O)O)cc1,DECOY_000000,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000001,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000002,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000003,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000004,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000005,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000006,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000007,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000008,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000009,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000010,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000011,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000012,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000013,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000014,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000015,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000016,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000017,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000018,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000019,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000020,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000021,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000022,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000023,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000024,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000025,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000026,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000027,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000028,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000029,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000030,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000031,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000032,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000033,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000034,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000035,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000036,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000037,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000038,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000039,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000040,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000041,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000042,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000043,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000044,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000045,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000046,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000047,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000048,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000049,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000050,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000051,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000052,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000053,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000054,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000055,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000056,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000057,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000058,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000059,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000060,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000061,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000062,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)NCc1ccc(O)cc1,DECOY_000063,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCCOC(=O)c1ccccc1,DECOY_000064,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCc1ccc(C(=O)O)cc1,DECOY_000065,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(C)Cc1ccc(C(C)C(=O)O)cc1,DECOY_000066,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
CCC(=O)Nc1ccccc1C,DECOY_000067,4.0,IC50,nM,100000.0,,,,0,dude_decoy,,
